Date, Name, Value, ChangePer
12:30 PM EST 11/18/19, MSFT, 149.66, -0.21%
12:30 PM EST 11/18/19, AMZN, 1740.015, 0.03%
12:30 PM EST 11/18/19, GOOGL, 1319.04, -1.09%
12:32 PM EST 11/18/19, MSFT, 149.66, -0.21%
12:31 PM EST 11/18/19, AMZN, 1740.14, 0.04%
12:32 PM EST 11/18/19, GOOGL, 1319.4412, -1.06%
12:33 PM EST 11/18/19, MSFT, 149.59, -0.25%
12:33 PM EST 11/18/19, AMZN, 1740.04, 0.03%
12:33 PM EST 11/18/19, GOOGL, 1319.5908, -1.05%
12:34 PM EST 11/18/19, MSFT, 149.63, -0.23%
12:33 PM EST 11/18/19, AMZN, 1739.96, 0.03%
12:34 PM EST 11/18/19, GOOGL, 1320.18, -1.00%
12:35 PM EST 11/18/19, MSFT, 149.635, -0.22%
12:35 PM EST 11/18/19, AMZN, 1740.32, 0.05%
12:35 PM EST 11/18/19, GOOGL, 1319.83, -1.03%
12:36 PM EST 11/18/19, MSFT, 149.62, -0.23%
12:36 PM EST 11/18/19, AMZN, 1740.22, 0.04%
12:36 PM EST 11/18/19, GOOGL, 1319.67, -1.04%
12:37 PM EST 11/18/19, MSFT, 149.643, -0.22%
12:37 PM EST 11/18/19, AMZN, 1740.43, 0.05%
12:37 PM EST 11/18/19, GOOGL, 1319.40, -1.06%
12:38 PM EST 11/18/19, MSFT, 149.69, -0.19%
12:38 PM EST 11/18/19, AMZN, 1741.39, 0.11%
12:38 PM EST 11/18/19, GOOGL, 1319.6296, -1.04%
12:39 PM EST 11/18/19, MSFT, 149.6953, -0.18%
12:40 PM EST 11/18/19, AMZN, 1741.65, 0.12%
12:40 PM EST 11/18/19, GOOGL, 1319.0189, -1.09%
12:41 PM EST 11/18/19, MSFT, 149.73, -0.16%
12:40 PM EST 11/18/19, AMZN, 1743.00, 0.20%
12:40 PM EST 11/18/19, GOOGL, 1319.0189, -1.09%
12:42 PM EST 11/18/19, MSFT, 149.6971, -0.18%
12:41 PM EST 11/18/19, AMZN, 1742.51, 0.17%
12:40 PM EST 11/18/19, GOOGL, 1319.0189, -1.09%
12:43 PM EST 11/18/19, MSFT, 149.69, -0.19%
12:42 PM EST 11/18/19, AMZN, 1741.8949, 0.14%
12:43 PM EST 11/18/19, GOOGL, 1318.98, -1.09%
12:44 PM EST 11/18/19, MSFT, 149.71, -0.17%
12:44 PM EST 11/18/19, AMZN, 1741.655, 0.12%
12:43 PM EST 11/18/19, GOOGL, 1319.60, -1.05%
12:45 PM EST 11/18/19, MSFT, 149.70, -0.18%
12:45 PM EST 11/18/19, AMZN, 1741.07, 0.09%
12:45 PM EST 11/18/19, GOOGL, 1319.25, -1.07%
12:46 PM EST 11/18/19, MSFT, 149.67, -0.20%
12:46 PM EST 11/18/19, AMZN, 1740.50, 0.06%
12:45 PM EST 11/18/19, GOOGL, 1318.81, -1.10%
12:47 PM EST 11/18/19, MSFT, 149.70, -0.18%
12:47 PM EST 11/18/19, AMZN, 1740.00, 0.03%
12:47 PM EST 11/18/19, GOOGL, 1318.85, -1.10%
12:49 PM EST 11/18/19, MSFT, 149.66, -0.21%
12:49 PM EST 11/18/19, AMZN, 1739.5798, 0.01%
12:48 PM EST 11/18/19, GOOGL, 1319.5943, -1.05%
12:50 PM EST 11/18/19, MSFT, 149.676, -0.20%
12:50 PM EST 11/18/19, AMZN, 1739.56, 0.00%
12:48 PM EST 11/18/19, GOOGL, 1319.5943, -1.05%
12:51 PM EST 11/18/19, MSFT, 149.7147, -0.17%
12:50 PM EST 11/18/19, AMZN, 1739.53, 0.00%
12:48 PM EST 11/18/19, GOOGL, 1319.5943, -1.05%
12:52 PM EST 11/18/19, MSFT, 149.6994, -0.18%
12:52 PM EST 11/18/19, AMZN, 1738.88, -0.04%
12:51 PM EST 11/18/19, GOOGL, 1319.47, -1.06%
12:53 PM EST 11/18/19, MSFT, 149.7044, -0.18%
12:52 PM EST 11/18/19, AMZN, 1738.88, -0.04%
12:51 PM EST 11/18/19, GOOGL, 1319.47, -1.06%
12:54 PM EST 11/18/19, MSFT, 149.685, -0.19%
12:54 PM EST 11/18/19, AMZN, 1738.21, -0.07%
12:54 PM EST 11/18/19, GOOGL, 1319.34, -1.06%
12:55 PM EST 11/18/19, MSFT, 149.71, -0.17%
12:55 PM EST 11/18/19, AMZN, 1738.9685, -0.03%
12:55 PM EST 11/18/19, GOOGL, 1319.34, -1.06%
12:57 PM EST 11/18/19, MSFT, 149.68, -0.19%
12:57 PM EST 11/18/19, AMZN, 1738.84, -0.04%
12:56 PM EST 11/18/19, GOOGL, 1319.27, -1.07%
12:58 PM EST 11/18/19, MSFT, 149.691, -0.19%
12:58 PM EST 11/18/19, AMZN, 1738.765, -0.04%
12:58 PM EST 11/18/19, GOOGL, 1319.00, -1.09%
12:59 PM EST 11/18/19, MSFT, 149.71, -0.17%
12:59 PM EST 11/18/19, AMZN, 1739.09, -0.02%
12:58 PM EST 11/18/19, GOOGL, 1319.00, -1.09%
1:00 PM EST 11/18/19, MSFT, 149.7153, -0.17%
1:00 PM EST 11/18/19, AMZN, 1738.77, -0.04%
1:00 PM EST 11/18/19, GOOGL, 1318.91, -1.10%
1:01 PM EST 11/18/19, MSFT, 149.70, -0.18%
1:01 PM EST 11/18/19, AMZN, 1739.15, -0.02%
1:00 PM EST 11/18/19, GOOGL, 1318.78, -1.11%
1:02 PM EST 11/18/19, MSFT, 149.71, -0.17%
1:02 PM EST 11/18/19, AMZN, 1737.80, -0.10%
1:02 PM EST 11/18/19, GOOGL, 1318.41, -1.13%
1:03 PM EST 11/18/19, MSFT, 149.71, -0.17%
1:03 PM EST 11/18/19, AMZN, 1737.995, -0.09%
1:03 PM EST 11/18/19, GOOGL, 1318.65, -1.12%
1:05 PM EST 11/18/19, MSFT, 149.74, -0.15%
1:04 PM EST 11/18/19, AMZN, 1738.28, -0.07%
1:03 PM EST 11/18/19, GOOGL, 1318.65, -1.12%
1:06 PM EST 11/18/19, MSFT, 149.72, -0.17%
1:05 PM EST 11/18/19, AMZN, 1738.88, -0.04%
1:03 PM EST 11/18/19, GOOGL, 1318.65, -1.12%
1:07 PM EST 11/18/19, MSFT, 149.72, -0.17%
1:07 PM EST 11/18/19, AMZN, 1738.47, -0.06%
1:03 PM EST 11/18/19, GOOGL, 1318.65, -1.12%
1:08 PM EST 11/18/19, MSFT, 149.70, -0.18%
1:08 PM EST 11/18/19, AMZN, 1739.03, -0.03%
1:08 PM EST 11/18/19, GOOGL, 1320.16, -1.00%
1:09 PM EST 11/18/19, MSFT, 149.686, -0.19%
1:08 PM EST 11/18/19, AMZN, 1738.56, -0.05%
1:08 PM EST 11/18/19, GOOGL, 1319.39, -1.06%
1:10 PM EST 11/18/19, MSFT, 149.70, -0.18%
1:10 PM EST 11/18/19, AMZN, 1739.02, -0.03%
1:09 PM EST 11/18/19, GOOGL, 1319.6707, -1.04%
1:11 PM EST 11/18/19, MSFT, 149.726, -0.16%
1:11 PM EST 11/18/19, AMZN, 1739.07, -0.02%
1:11 PM EST 11/18/19, GOOGL, 1319.855, -1.03%
1:12 PM EST 11/18/19, MSFT, 149.7699, -0.13%
1:12 PM EST 11/18/19, AMZN, 1739.595, 0.01%
1:12 PM EST 11/18/19, GOOGL, 1319.73, -1.04%
1:14 PM EST 11/18/19, MSFT, 149.7847, -0.12%
1:14 PM EST 11/18/19, AMZN, 1740.3173, 0.05%
1:12 PM EST 11/18/19, GOOGL, 1319.73, -1.04%
1:15 PM EST 11/18/19, MSFT, 149.765, -0.14%
1:15 PM EST 11/18/19, AMZN, 1740.55, 0.06%
1:12 PM EST 11/18/19, GOOGL, 1319.73, -1.04%
1:16 PM EST 11/18/19, MSFT, 149.79, -0.12%
1:16 PM EST 11/18/19, AMZN, 1740.54, 0.06%
1:15 PM EST 11/18/19, GOOGL, 1319.795, -1.03%
1:17 PM EST 11/18/19, MSFT, 149.8156, -0.10%
1:17 PM EST 11/18/19, AMZN, 1741.2998, 0.10%
1:17 PM EST 11/18/19, GOOGL, 1320.03, -1.01%
1:18 PM EST 11/18/19, MSFT, 149.82, -0.10%
1:18 PM EST 11/18/19, AMZN, 1741.59, 0.12%
1:18 PM EST 11/18/19, GOOGL, 1320.25, -1.00%
1:19 PM EST 11/18/19, MSFT, 149.83, -0.09%
1:19 PM EST 11/18/19, AMZN, 1741.4043, 0.11%
1:18 PM EST 11/18/19, GOOGL, 1320.1652, -1.00%
1:20 PM EST 11/18/19, MSFT, 149.8411, -0.09%
1:20 PM EST 11/18/19, AMZN, 1741.5564, 0.12%
1:20 PM EST 11/18/19, GOOGL, 1319.71, -1.04%
1:22 PM EST 11/18/19, MSFT, 149.89, -0.05%
1:22 PM EST 11/18/19, AMZN, 1741.88, 0.14%
1:20 PM EST 11/18/19, GOOGL, 1319.71, -1.04%
1:23 PM EST 11/18/19, MSFT, 149.8674, -0.07%
1:23 PM EST 11/18/19, AMZN, 1741.88, 0.14%
1:22 PM EST 11/18/19, GOOGL, 1319.4186, -1.06%
1:24 PM EST 11/18/19, MSFT, 149.875, -0.06%
1:24 PM EST 11/18/19, AMZN, 1742.0183, 0.15%
1:23 PM EST 11/18/19, GOOGL, 1319.81, -1.03%
1:25 PM EST 11/18/19, MSFT, 149.891, -0.05%
1:25 PM EST 11/18/19, AMZN, 1742.33, 0.16%
1:24 PM EST 11/18/19, GOOGL, 1319.60, -1.05%
1:26 PM EST 11/18/19, MSFT, 149.91, -0.04%
1:26 PM EST 11/18/19, AMZN, 1742.1812, 0.15%
1:24 PM EST 11/18/19, GOOGL, 1319.60, -1.05%
1:27 PM EST 11/18/19, MSFT, 149.94, -0.02%
1:27 PM EST 11/18/19, AMZN, 1742.1868, 0.16%
1:27 PM EST 11/18/19, GOOGL, 1319.90, -1.02%
1:28 PM EST 11/18/19, MSFT, 149.9458, -0.02%
1:28 PM EST 11/18/19, AMZN, 1742.0443, 0.15%
1:28 PM EST 11/18/19, GOOGL, 1319.53, -1.05%
1:30 PM EST 11/18/19, MSFT, 149.95, -0.01%
1:30 PM EST 11/18/19, AMZN, 1740.9428, 0.08%
1:29 PM EST 11/18/19, GOOGL, 1319.60, -1.05%
1:31 PM EST 11/18/19, MSFT, 149.9753, 0.00%
1:30 PM EST 11/18/19, AMZN, 1741.0105, 0.09%
1:31 PM EST 11/18/19, GOOGL, 1319.78, -1.03%
1:32 PM EST 11/18/19, MSFT, 150.00, 0.02%
1:32 PM EST 11/18/19, AMZN, 1740.52, 0.06%
1:32 PM EST 11/18/19, GOOGL, 1319.935, -1.02%
1:33 PM EST 11/18/19, MSFT, 150.075, 0.07%
1:33 PM EST 11/18/19, AMZN, 1740.91, 0.08%
1:33 PM EST 11/18/19, GOOGL, 1319.70, -1.04%
1:34 PM EST 11/18/19, MSFT, 150.1098, 0.09%
1:34 PM EST 11/18/19, AMZN, 1740.94, 0.08%
1:34 PM EST 11/18/19, GOOGL, 1319.69, -1.04%
1:35 PM EST 11/18/19, MSFT, 150.105, 0.09%
1:35 PM EST 11/18/19, AMZN, 1741.2286, 0.10%
1:35 PM EST 11/18/19, GOOGL, 1320.015, -1.01%
1:37 PM EST 11/18/19, MSFT, 150.14, 0.11%
1:36 PM EST 11/18/19, AMZN, 1741.181, 0.10%
1:37 PM EST 11/18/19, GOOGL, 1320.42, -0.98%
1:38 PM EST 11/18/19, MSFT, 150.15, 0.12%
1:37 PM EST 11/18/19, AMZN, 1741.015, 0.09%
1:37 PM EST 11/18/19, GOOGL, 1320.40, -0.99%
1:39 PM EST 11/18/19, MSFT, 150.1353, 0.11%
1:39 PM EST 11/18/19, AMZN, 1740.49, 0.06%
1:38 PM EST 11/18/19, GOOGL, 1319.7975, -1.03%
1:40 PM EST 11/18/19, MSFT, 150.18, 0.14%
1:39 PM EST 11/18/19, AMZN, 1740.72, 0.07%
1:39 PM EST 11/18/19, GOOGL, 1319.80, -1.03%
1:41 PM EST 11/18/19, MSFT, 150.1903, 0.15%
1:41 PM EST 11/18/19, AMZN, 1740.69, 0.07%
1:40 PM EST 11/18/19, GOOGL, 1319.82, -1.03%
1:42 PM EST 11/18/19, MSFT, 150.22, 0.17%
1:42 PM EST 11/18/19, AMZN, 1741.90, 0.14%
1:42 PM EST 11/18/19, GOOGL, 1320.38, -0.99%
1:43 PM EST 11/18/19, MSFT, 150.23, 0.17%
1:43 PM EST 11/18/19, AMZN, 1742.172, 0.15%
1:43 PM EST 11/18/19, GOOGL, 1321.50, -0.90%
1:45 PM EST 11/18/19, MSFT, 150.16, 0.13%
1:44 PM EST 11/18/19, AMZN, 1741.777, 0.13%
1:44 PM EST 11/18/19, GOOGL, 1320.82, -0.95%
1:46 PM EST 11/18/19, MSFT, 150.175, 0.14%
1:46 PM EST 11/18/19, AMZN, 1742.08, 0.15%
1:45 PM EST 11/18/19, GOOGL, 1321.018, -0.94%
1:47 PM EST 11/18/19, MSFT, 150.1768, 0.14%
1:47 PM EST 11/18/19, AMZN, 1742.1589, 0.15%
1:47 PM EST 11/18/19, GOOGL, 1320.56, -0.97%
1:48 PM EST 11/18/19, MSFT, 150.225, 0.17%
1:48 PM EST 11/18/19, AMZN, 1742.50, 0.17%
1:48 PM EST 11/18/19, GOOGL, 1321.06, -0.94%
1:49 PM EST 11/18/19, MSFT, 150.26, 0.19%
1:49 PM EST 11/18/19, AMZN, 1742.6021, 0.18%
1:48 PM EST 11/18/19, GOOGL, 1321.573, -0.90%
1:50 PM EST 11/18/19, MSFT, 150.251, 0.19%
1:50 PM EST 11/18/19, AMZN, 1742.02, 0.15%
1:48 PM EST 11/18/19, GOOGL, 1321.573, -0.90%
1:51 PM EST 11/18/19, MSFT, 150.2447, 0.18%
1:51 PM EST 11/18/19, AMZN, 1742.352, 0.16%
1:51 PM EST 11/18/19, GOOGL, 1321.4003, -0.91%
1:52 PM EST 11/18/19, MSFT, 150.24, 0.18%
1:52 PM EST 11/18/19, AMZN, 1742.07, 0.15%
1:52 PM EST 11/18/19, GOOGL, 1321.505, -0.90%
1:54 PM EST 11/18/19, MSFT, 150.22, 0.17%
1:53 PM EST 11/18/19, AMZN, 1742.31, 0.16%
1:53 PM EST 11/18/19, GOOGL, 1321.3845, -0.91%
1:55 PM EST 11/18/19, MSFT, 150.24, 0.18%
1:54 PM EST 11/18/19, AMZN, 1742.1669, 0.15%
1:53 PM EST 11/18/19, GOOGL, 1321.3845, -0.91%
1:56 PM EST 11/18/19, MSFT, 150.2618, 0.19%
1:56 PM EST 11/18/19, AMZN, 1742.66, 0.18%
1:56 PM EST 11/18/19, GOOGL, 1321.39, -0.91%
1:57 PM EST 11/18/19, MSFT, 150.2892, 0.21%
1:57 PM EST 11/18/19, AMZN, 1742.375, 0.17%
1:57 PM EST 11/18/19, GOOGL, 1321.24, -0.92%
1:58 PM EST 11/18/19, MSFT, 150.31, 0.23%
1:58 PM EST 11/18/19, AMZN, 1742.51, 0.17%
1:58 PM EST 11/18/19, GOOGL, 1320.81, -0.95%
1:59 PM EST 11/18/19, MSFT, 150.31, 0.23%
1:59 PM EST 11/18/19, AMZN, 1742.50, 0.17%
1:58 PM EST 11/18/19, GOOGL, 1320.81, -0.95%
2:00 PM EST 11/18/19, MSFT, 150.295, 0.22%
2:00 PM EST 11/18/19, AMZN, 1742.00, 0.14%
2:00 PM EST 11/18/19, GOOGL, 1321.00, -0.94%
2:02 PM EST 11/18/19, MSFT, 150.25, 0.19%
2:01 PM EST 11/18/19, AMZN, 1741.48, 0.11%
2:01 PM EST 11/18/19, GOOGL, 1320.86, -0.95%
2:03 PM EST 11/18/19, MSFT, 150.225, 0.17%
2:03 PM EST 11/18/19, AMZN, 1741.01, 0.09%
2:02 PM EST 11/18/19, GOOGL, 1320.5564, -0.97%
2:04 PM EST 11/18/19, MSFT, 150.21, 0.16%
2:03 PM EST 11/18/19, AMZN, 1741.18, 0.10%
2:03 PM EST 11/18/19, GOOGL, 1320.86, -0.95%
2:05 PM EST 11/18/19, MSFT, 150.2284, 0.17%
2:04 PM EST 11/18/19, AMZN, 1741.00, 0.09%
2:04 PM EST 11/18/19, GOOGL, 1321.03, -0.94%
2:06 PM EST 11/18/19, MSFT, 150.27, 0.20%
2:05 PM EST 11/18/19, AMZN, 1740.9901, 0.09%
2:05 PM EST 11/18/19, GOOGL, 1321.0352, -0.94%
2:07 PM EST 11/18/19, MSFT, 150.27, 0.20%
2:07 PM EST 11/18/19, AMZN, 1741.49, 0.11%
2:07 PM EST 11/18/19, GOOGL, 1321.705, -0.89%
2:08 PM EST 11/18/19, MSFT, 150.295, 0.22%
2:08 PM EST 11/18/19, AMZN, 1741.71, 0.13%
2:07 PM EST 11/18/19, GOOGL, 1321.62, -0.89%
2:09 PM EST 11/18/19, MSFT, 150.33, 0.24%
2:09 PM EST 11/18/19, AMZN, 1742.195, 0.16%
2:09 PM EST 11/18/19, GOOGL, 1321.7094, -0.89%
2:11 PM EST 11/18/19, MSFT, 150.36, 0.26%
2:10 PM EST 11/18/19, AMZN, 1742.50, 0.17%
2:10 PM EST 11/18/19, GOOGL, 1321.40, -0.91%
2:12 PM EST 11/18/19, MSFT, 150.37, 0.27%
2:11 PM EST 11/18/19, AMZN, 1742.62, 0.18%
2:12 PM EST 11/18/19, GOOGL, 1321.6832, -0.89%
2:13 PM EST 11/18/19, MSFT, 150.34, 0.25%
2:13 PM EST 11/18/19, AMZN, 1742.79, 0.19%
2:13 PM EST 11/18/19, GOOGL, 1321.44, -0.91%
2:14 PM EST 11/18/19, MSFT, 150.3313, 0.24%
2:14 PM EST 11/18/19, AMZN, 1742.35, 0.16%
2:13 PM EST 11/18/19, GOOGL, 1321.4217, -0.91%
2:15 PM EST 11/18/19, MSFT, 150.3669, 0.26%
2:15 PM EST 11/18/19, AMZN, 1743.36, 0.22%
2:15 PM EST 11/18/19, GOOGL, 1321.30, -0.92%
2:16 PM EST 11/18/19, MSFT, 150.36, 0.26%
2:16 PM EST 11/18/19, AMZN, 1744.73, 0.30%
2:15 PM EST 11/18/19, GOOGL, 1321.30, -0.92%
2:18 PM EST 11/18/19, MSFT, 150.3647, 0.26%
2:17 PM EST 11/18/19, AMZN, 1744.48, 0.29%
2:17 PM EST 11/18/19, GOOGL, 1321.2605, -0.92%
2:19 PM EST 11/18/19, MSFT, 150.37, 0.27%
2:19 PM EST 11/18/19, AMZN, 1744.54, 0.29%
2:18 PM EST 11/18/19, GOOGL, 1321.25, -0.92%
2:20 PM EST 11/18/19, MSFT, 150.3653, 0.26%
2:20 PM EST 11/18/19, AMZN, 1746.21, 0.39%
2:20 PM EST 11/18/19, GOOGL, 1321.51, -0.90%
2:21 PM EST 11/18/19, MSFT, 150.4253, 0.30%
2:21 PM EST 11/18/19, AMZN, 1746.88, 0.42%
2:20 PM EST 11/18/19, GOOGL, 1321.51, -0.90%
2:22 PM EST 11/18/19, MSFT, 150.495, 0.35%
2:22 PM EST 11/18/19, AMZN, 1747.22, 0.44%
2:22 PM EST 11/18/19, GOOGL, 1321.99, -0.87%
2:23 PM EST 11/18/19, MSFT, 150.525, 0.37%
2:23 PM EST 11/18/19, AMZN, 1747.14, 0.44%
2:23 PM EST 11/18/19, GOOGL, 1322.955, -0.79%
2:25 PM EST 11/18/19, MSFT, 150.49, 0.35%
2:24 PM EST 11/18/19, AMZN, 1747.00, 0.43%
2:24 PM EST 11/18/19, GOOGL, 1322.915, -0.80%
2:26 PM EST 11/18/19, MSFT, 150.50, 0.35%
2:25 PM EST 11/18/19, AMZN, 1747.1828, 0.44%
2:26 PM EST 11/18/19, GOOGL, 1323.35, -0.76%
2:27 PM EST 11/18/19, MSFT, 150.435, 0.31%
2:27 PM EST 11/18/19, AMZN, 1746.9976, 0.43%
2:27 PM EST 11/18/19, GOOGL, 1322.74, -0.81%
2:28 PM EST 11/18/19, MSFT, 150.425, 0.30%
2:28 PM EST 11/18/19, AMZN, 1747.51, 0.46%
2:28 PM EST 11/18/19, GOOGL, 1322.935, -0.80%
2:29 PM EST 11/18/19, MSFT, 150.42, 0.30%
2:29 PM EST 11/18/19, AMZN, 1748.17, 0.50%
2:29 PM EST 11/18/19, GOOGL, 1323.03, -0.79%
2:30 PM EST 11/18/19, MSFT, 150.41, 0.29%
2:30 PM EST 11/18/19, AMZN, 1749.16, 0.56%
2:30 PM EST 11/18/19, GOOGL, 1323.4399, -0.76%
2:31 PM EST 11/18/19, MSFT, 150.42, 0.30%
2:31 PM EST 11/18/19, AMZN, 1749.02, 0.55%
2:31 PM EST 11/18/19, GOOGL, 1323.21, -0.77%
2:32 PM EST 11/18/19, MSFT, 150.43, 0.31%
2:32 PM EST 11/18/19, AMZN, 1749.79, 0.59%
2:32 PM EST 11/18/19, GOOGL, 1323.63, -0.74%
2:34 PM EST 11/18/19, MSFT, 150.42, 0.30%
2:34 PM EST 11/18/19, AMZN, 1750.86, 0.65%
2:33 PM EST 11/18/19, GOOGL, 1323.26, -0.77%
2:35 PM EST 11/18/19, MSFT, 150.42, 0.30%
2:35 PM EST 11/18/19, AMZN, 1750.9999, 0.66%
2:34 PM EST 11/18/19, GOOGL, 1323.14, -0.78%
2:36 PM EST 11/18/19, MSFT, 150.425, 0.30%
2:36 PM EST 11/18/19, AMZN, 1751.2255, 0.67%
2:36 PM EST 11/18/19, GOOGL, 1323.37, -0.76%
2:37 PM EST 11/18/19, MSFT, 150.44, 0.31%
2:37 PM EST 11/18/19, AMZN, 1751.01, 0.66%
2:37 PM EST 11/18/19, GOOGL, 1323.09, -0.78%
2:38 PM EST 11/18/19, MSFT, 150.405, 0.29%
2:38 PM EST 11/18/19, AMZN, 1751.2756, 0.68%
2:38 PM EST 11/18/19, GOOGL, 1322.9916, -0.79%
2:39 PM EST 11/18/19, MSFT, 150.41, 0.29%
2:39 PM EST 11/18/19, AMZN, 1751.95, 0.72%
2:39 PM EST 11/18/19, GOOGL, 1323.13, -0.78%
2:41 PM EST 11/18/19, MSFT, 150.4502, 0.32%
2:41 PM EST 11/18/19, AMZN, 1752.50, 0.75%
2:41 PM EST 11/18/19, GOOGL, 1324.57, -0.67%
2:42 PM EST 11/18/19, MSFT, 150.445, 0.32%
2:42 PM EST 11/18/19, AMZN, 1752.59, 0.75%
2:41 PM EST 11/18/19, GOOGL, 1324.57, -0.67%
2:43 PM EST 11/18/19, MSFT, 150.435, 0.31%
2:43 PM EST 11/18/19, AMZN, 1752.78, 0.76%
2:43 PM EST 11/18/19, GOOGL, 1324.52, -0.68%
2:44 PM EST 11/18/19, MSFT, 150.4073, 0.29%
2:44 PM EST 11/18/19, AMZN, 1752.69, 0.76%
2:43 PM EST 11/18/19, GOOGL, 1324.38, -0.69%
2:45 PM EST 11/18/19, MSFT, 150.43, 0.31%
2:45 PM EST 11/18/19, AMZN, 1752.6493, 0.76%
2:45 PM EST 11/18/19, GOOGL, 1325.00, -0.64%
2:46 PM EST 11/18/19, MSFT, 150.445, 0.32%
2:46 PM EST 11/18/19, AMZN, 1752.805, 0.77%
2:46 PM EST 11/18/19, GOOGL, 1324.51, -0.68%
2:47 PM EST 11/18/19, MSFT, 150.43, 0.31%
2:47 PM EST 11/18/19, AMZN, 1752.48, 0.75%
2:47 PM EST 11/18/19, GOOGL, 1324.702, -0.66%
2:48 PM EST 11/18/19, MSFT, 150.41, 0.29%
2:49 PM EST 11/18/19, AMZN, 1750.6798, 0.64%
2:48 PM EST 11/18/19, GOOGL, 1324.185, -0.70%
2:50 PM EST 11/18/19, MSFT, 150.3801, 0.27%
2:49 PM EST 11/18/19, AMZN, 1750.28, 0.62%
2:49 PM EST 11/18/19, GOOGL, 1323.365, -0.76%
2:51 PM EST 11/18/19, MSFT, 150.335, 0.24%
2:51 PM EST 11/18/19, AMZN, 1749.574, 0.58%
2:50 PM EST 11/18/19, GOOGL, 1323.47, -0.76%
2:52 PM EST 11/18/19, MSFT, 150.29, 0.21%
2:52 PM EST 11/18/19, AMZN, 1748.4935, 0.52%
2:51 PM EST 11/18/19, GOOGL, 1323.57, -0.75%
2:53 PM EST 11/18/19, MSFT, 150.33, 0.24%
2:53 PM EST 11/18/19, AMZN, 1750.125, 0.61%
2:51 PM EST 11/18/19, GOOGL, 1323.57, -0.75%
2:54 PM EST 11/18/19, MSFT, 150.415, 0.30%
2:54 PM EST 11/18/19, AMZN, 1749.5133, 0.58%
2:54 PM EST 11/18/19, GOOGL, 1323.695, -0.74%
2:55 PM EST 11/18/19, MSFT, 150.43, 0.31%
2:55 PM EST 11/18/19, AMZN, 1749.1195, 0.55%
2:55 PM EST 11/18/19, GOOGL, 1323.61, -0.74%
2:56 PM EST 11/18/19, MSFT, 150.43, 0.31%
2:56 PM EST 11/18/19, AMZN, 1749.0258, 0.55%
2:56 PM EST 11/18/19, GOOGL, 1323.89, -0.72%
2:58 PM EST 11/18/19, MSFT, 150.40, 0.29%
2:57 PM EST 11/18/19, AMZN, 1749.03, 0.55%
2:57 PM EST 11/18/19, GOOGL, 1323.54, -0.75%
2:59 PM EST 11/18/19, MSFT, 150.42, 0.30%
2:59 PM EST 11/18/19, AMZN, 1748.0974, 0.49%
2:58 PM EST 11/18/19, GOOGL, 1323.16, -0.78%
3:00 PM EST 11/18/19, MSFT, 150.385, 0.28%
3:00 PM EST 11/18/19, AMZN, 1749.00, 0.55%
3:00 PM EST 11/18/19, GOOGL, 1323.8936, -0.72%
3:01 PM EST 11/18/19, MSFT, 150.40, 0.29%
3:01 PM EST 11/18/19, AMZN, 1749.52, 0.58%
3:01 PM EST 11/18/19, GOOGL, 1323.29, -0.77%
3:02 PM EST 11/18/19, MSFT, 150.39, 0.28%
3:02 PM EST 11/18/19, AMZN, 1748.60, 0.52%
3:02 PM EST 11/18/19, GOOGL, 1322.19, -0.85%
3:03 PM EST 11/18/19, MSFT, 150.41, 0.29%
3:03 PM EST 11/18/19, AMZN, 1748.78, 0.53%
3:03 PM EST 11/18/19, GOOGL, 1322.6071, -0.82%
3:05 PM EST 11/18/19, MSFT, 150.395, 0.28%
3:05 PM EST 11/18/19, AMZN, 1748.467, 0.52%
3:04 PM EST 11/18/19, GOOGL, 1322.745, -0.81%
3:06 PM EST 11/18/19, MSFT, 150.365, 0.26%
3:06 PM EST 11/18/19, AMZN, 1748.9795, 0.55%
3:05 PM EST 11/18/19, GOOGL, 1322.845, -0.80%
3:07 PM EST 11/18/19, MSFT, 150.355, 0.26%
3:07 PM EST 11/18/19, AMZN, 1749.6474, 0.58%
3:07 PM EST 11/18/19, GOOGL, 1323.42, -0.76%
3:08 PM EST 11/18/19, MSFT, 150.32, 0.23%
3:08 PM EST 11/18/19, AMZN, 1751.00, 0.66%
3:08 PM EST 11/18/19, GOOGL, 1323.59, -0.75%
3:09 PM EST 11/18/19, MSFT, 150.31, 0.23%
3:09 PM EST 11/18/19, AMZN, 1750.99, 0.66%
3:08 PM EST 11/18/19, GOOGL, 1323.28, -0.77%
3:10 PM EST 11/18/19, MSFT, 150.26, 0.19%
3:10 PM EST 11/18/19, AMZN, 1751.21, 0.67%
3:10 PM EST 11/18/19, GOOGL, 1323.195, -0.78%
3:11 PM EST 11/18/19, MSFT, 150.2772, 0.20%
3:11 PM EST 11/18/19, AMZN, 1752.22, 0.73%
3:11 PM EST 11/18/19, GOOGL, 1323.16, -0.78%
3:12 PM EST 11/18/19, MSFT, 150.30, 0.22%
3:12 PM EST 11/18/19, AMZN, 1752.0634, 0.72%
3:12 PM EST 11/18/19, GOOGL, 1323.16, -0.78%
3:14 PM EST 11/18/19, MSFT, 150.3067, 0.22%
3:14 PM EST 11/18/19, AMZN, 1752.80, 0.77%
3:13 PM EST 11/18/19, GOOGL, 1323.18, -0.78%
3:15 PM EST 11/18/19, MSFT, 150.235, 0.18%
3:15 PM EST 11/18/19, AMZN, 1752.96, 0.77%
